Samples,YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
4806411,2015,10,27,2,NK,985,N616NK,11433,13495,1534,1524,-10,11,1535,148,151,133,926,1648,7,1702,1655,-7,0,0,,,,,,
4919449,2015,11,3,2,OO,4454,N898SK,SLC,PSC,2149,2140,-9,14,2154,104,83,66,521,2200,3,2233,2203,-30,0,0,,,,,,
3231518,2015,7,21,2,DL,495,N924AT,JFK,CHS,1359,1351,-8,54,1445,131,153,94,636,1619,5,1610,1624,14,0,0,,,,,,
2826907,2015,6,27,6,US,574,N647AW,PHL,SFO,750,746,-4,22,808,370,365,337,2521,1045,6,1100,1051,-9,0,0,,,,,,
5688439,2015,12,23,3,UA,499,N61886,ORD,SFO,1044,1103,19,41,1144,290,315,270,1846,1414,4,1334,1418,44,0,0,,25,0,0,0,19
2037494,2015,5,10,7,WN,4838,N604SW,LAX,PHX,1135,1133,-2,7,1140,75,73,59,370,1239,7,1250,1246,-4,0,0,,,,,,
5767620,2015,12,28,1,F9,251,N905FR,IAH,DEN,1550,1539,-11,15,1554,152,155,111,862,1645,29,1722,1714,-8,0,0,,,,,,
3766354,2015,8,22,6,AA,1573,N550AA,DFW,ABQ,1030,1023,-7,18,1041,114,111,83,569,1104,10,1124,1114,-10,0,0,,,,,,
2365967,2015,5,30,6,AA,1101,N469AA,ABQ,DFW,1640,1630,-10,11,1641,105,101,84,569,1905,6,1925,1911,-14,0,0,,,,,,
1725479,2015,4,20,1,DL,341,N919DE,ATL,TYS,2155,2214,19,24,2238,58,57,30,152,2308,3,2253,2311,18,0,0,,0,0,0,18,0
5381227,2015,12,3,4,AA,53,N3GDAA,ORD,TPA,1500,1505,5,13,1518,159,151,135,1012,1833,3,1839,1836,-3,0,0,,,,,,
2486790,2015,6,7,7,MQ,3721,N691MQ,DFW,TUL,720,719,-1,15,734,74,62,42,237,816,5,834,821,-13,0,0,,,,,,
4780576,2015,10,26,1,WN,1636,N219WN,12191,11259,600,600,0,9,609,60,53,40,239,649,4,700,653,-7,0,0,,,,,,
2038435,2015,5,10,7,B6,846,N184JB,MCO,SWF,1234,1226,-8,18,1244,169,164,141,989,1505,5,1523,1510,-13,0,0,,,,,,
5557111,2015,12,15,2,WN,140,N741SA,ATL,MDW,740,739,-1,14,753,115,103,83,591,816,6,835,822,-13,0,0,,,,,,
2093596,2015,5,13,3,UA,1412,N27724,CMH,ORD,1729,1733,4,13,1746,86,82,56,296,1742,13,1755,1755,0,0,0,,,,,,
3557086,2015,8,9,7,AA,45,N3HCAA,JFK,SEA,1830,1836,6,40,1916,395,389,334,2422,2150,15,2205,2205,0,0,0,,,,,,
3117175,2015,7,14,2,WN,571,N261WN,PHX,LAX,1800,1821,21,19,1840,75,84,55,370,1935,10,1915,1945,30,0,0,,9,0,4,17,0
5752395,2015,12,27,7,OO,4671,N8923A,MSP,MDW,1728,1725,-3,22,1747,106,95,66,349,1853,7,1914,1900,-14,0,0,,,,,,
1199047,2015,3,19,4,DL,1474,N961AT,CLE,ATL,1255,1253,-2,12,1305,115,109,88,554,1433,9,1450,1442,-8,0,0,,,,,,
3527253,2015,8,7,5,AA,2276,N568AA,DFW,IND,2015,2008,-7,18,2026,135,131,105,761,2311,8,2330,2319,-11,0,0,,,,,,
5502570,2015,12,11,5,B6,598,N627JB,SEA,BOS,1247,1245,-2,11,1256,302,285,268,2496,2024,6,2049,2030,-19,0,0,,,,,,
2601927,2015,6,13,6,NK,968,N614NK,ORD,BWI,2105,2352,167,11,3,114,97,81,622,224,5,2359,229,150,0,0,,150,0,0,0,0
3464253,2015,8,4,2,UA,1161,N37409,BOS,EWR,943,947,4,39,1026,83,98,51,200,1117,8,1106,1125,19,0,0,,19,0,0,0,0
712886,2015,2,17,2,EV,5121,N842AS,CID,DTW,630,625,-5,25,650,108,102,70,430,900,7,918,907,-11,0,0,,,,,,
1057979,2015,3,10,2,DL,2376,N551NW,TPA,ATL,1945,1942,-3,20,2002,96,93,63,406,2105,10,2121,2115,-6,0,0,,,,,,
293996,2015,1,20,2,DL,469,N710TW,JFK,SFO,1000,1001,1,22,1023,396,383,352,2586,1315,9,1336,1324,-12,0,0,,,,,,
5430049,2015,12,6,7,WN,312,N418WN,BWI,PBI,2030,2029,-1,10,2039,150,138,123,883,2242,5,2300,2247,-13,0,0,,,,,,
280513,2015,1,19,1,WN,955,N903WN,OAK,LAX,1215,1241,26,9,1250,75,69,54,337,1344,6,1330,1350,20,0,0,,0,0,0,20,0
239254,2015,1,16,5,US,2115,N836AW,BOS,DCA,1300,1253,-7,14,1307,101,102,83,399,1430,5,1441,1435,-6,0,0,,,,,,
2356713,2015,5,30,6,B6,269,N706JB,BOS,FLL,611,607,-4,19,626,200,185,161,1237,907,5,931,912,-19,0,0,,,,,,
2118692,2015,5,15,5,OO,2780,N875AS,PHX,YUM,845,840,-5,10,850,62,46,33,160,923,3,947,926,-21,0,0,,,,,,
5012054,2015,11,9,1,EV,4877,N614QX,ATL,EYW,1905,1917,12,16,1933,111,104,85,646,2058,3,2056,2101,5,0,0,,,,,,
4285885,2015,9,24,4,OO,5237,N702SK,DEN,OKC,1531,1522,-9,18,1540,94,93,70,495,1750,5,1805,1755,-10,0,0,,,,,,
4171972,2015,9,17,4,UA,1977,N13954,LAX,IAH,1100,1055,-5,9,1104,227,173,156,1379,1540,8,1647,1548,-59,0,0,,,,,,
264142,2015,1,18,7,WN,3134,N203WN,BNA,DCA,1110,1106,-4,7,1113,100,90,78,562,1331,5,1350,1336,-14,0,0,,,,,,
5638168,2015,12,20,7,EV,4686,N16546,ORD,OKC,913,910,-3,13,923,142,133,116,693,1119,4,1135,1123,-12,0,0,,,,,,
1484652,2015,4,6,1,MQ,2913,N941MQ,DAY,ORD,637,628,-9,12,640,73,69,47,240,627,10,650,637,-13,0,0,,,,,,
1648994,2015,4,16,4,AS,1,N518AS,DCA,SEA,800,801,1,11,812,339,314,297,2329,1009,6,1039,1015,-24,0,0,,,,,,
3092154,2015,7,13,1,EV,4942,N761ND,LGA,RIC,1027,1024,-3,33,1057,102,88,51,292,1148,4,1209,1152,-17,0,0,,,,,,
4385078,2015,9,30,3,OO,4746,N8884E,DTW,DAY,2135,2132,-3,13,2145,60,50,32,166,2217,5,2235,2222,-13,0,0,,,,,,
3428740,2015,8,2,7,AA,1,N790AA,JFK,LAX,900,854,-6,25,919,373,353,313,2475,1132,15,1213,1147,-26,0,0,,,,,,
356324,2015,1,24,6,EV,4717,N27152,IAH,CMH,1018,1013,-5,17,1030,154,165,138,986,1348,10,1352,1358,6,0,0,,,,,,
2403346,2015,6,2,2,F9,660,N214FR,SFO,DEN,600,551,-9,11,602,150,140,120,967,902,9,930,911,-19,0,0,,,,,,
5701230,2015,12,24,4,MQ,3555,N670MQ,DFW,LIT,710,702,-8,19,721,75,66,43,304,804,4,825,808,-17,0,0,,,,,,
4225772,2015,9,20,7,UA,556,N469UA,LGA,ORD,2005,2002,-3,29,2031,155,151,110,733,2121,12,2140,2133,-7,0,0,,,,,,
5262250,2015,11,25,3,EV,4981,N166PQ,OKC,DTW,1743,1739,-4,12,1751,147,141,117,900,2048,12,2110,2100,-10,0,0,,,,,,
4639812,2015,10,16,5,AA,2151,N946UW,12953,10721,2100,2108,8,42,2150,67,82,37,184,2227,3,2207,2230,23,0,0,,15,0,8,0,0
3340011,2015,7,27,1,UA,1237,N37419,EWR,SFO,2139,2150,11,17,2207,391,354,331,2565,38,6,110,44,-26,0,0,,,,,,
2821998,2015,6,26,5,DL,2408,N906DE,ATL,JAX,1936,2020,44,11,2031,76,60,45,270,2116,4,2052,2120,28,0,0,,0,0,4,24,0
5200372,2015,11,21,6,WN,3661,N273WN,LAX,SMF,1640,1639,-1,5,1644,80,68,59,373,1743,4,1800,1747,-13,0,0,,,,,,
1220775,2015,3,20,5,OO,4499,N548CA,ABQ,SLC,1734,1728,-6,10,1738,105,87,73,493,1851,4,1919,1855,-24,0,0,,,,,,
3535139,2015,8,8,6,B6,488,N804JB,LAX,BOS,1135,1142,7,11,1153,330,310,293,2611,1946,6,2005,1952,-13,0,0,,,,,,
1092229,2015,3,12,4,DL,1721,N956DN,DTW,TPA,2035,2033,-2,23,2056,157,149,124,983,2300,2,2312,2302,-10,0,0,,,,,,
4294708,2015,9,25,5,DL,1647,N985DL,LGA,ATL,759,758,-1,21,819,149,151,116,762,1015,14,1028,1029,1,0,0,,,,,,
2028422,2015,5,9,6,US,2029,N565UW,CLT,SFO,1635,1639,4,22,1701,340,365,339,2296,1940,4,1915,1944,29,0,0,,25,0,4,0,0
4947055,2015,11,5,4,AA,2256,N437AA,DFW,IAH,1550,1629,39,81,1750,68,128,40,224,1830,7,1658,1837,99,0,0,,60,0,7,32,0
3210367,2015,7,20,1,AA,2398,N403AA,DFW,BNA,1015,1009,-6,12,1021,112,98,82,631,1143,4,1207,1147,-20,0,0,,,,,,
3144536,2015,7,16,4,EV,4579,N13123,IAH,STL,1055,1055,0,14,1109,128,117,96,667,1245,7,1303,1252,-11,0,0,,,,,,
2457218,2015,6,5,5,EV,2632,N908EV,DFW,SAF,850,844,-6,15,859,110,97,77,551,916,5,940,921,-19,0,0,,,,,,
1796599,2015,4,25,6,AS,85,N627AS,SEA,ANC,940,935,-5,14,949,220,212,194,1448,1203,4,1220,1207,-13,0,0,,,,,,
4862375,2015,10,31,6,AA,850,N830AW,14321,11057,805,756,-9,41,837,149,165,118,813,1035,6,1034,1041,7,0,0,,,,,,
1564316,2015,4,10,5,EV,3923,N17169,IAH,PNS,1910,1944,34,25,2009,88,106,76,489,2125,5,2038,2130,52,0,0,,18,0,3,31,0
3169738,2015,7,17,5,DL,2477,N333NB,MKE,DTW,1830,1825,-5,9,1834,71,57,39,237,2013,9,2041,2022,-19,0,0,,,,,,
5410016,2015,12,5,6,DL,1648,N977AT,MDW,ATL,1230,1228,-2,14,1242,115,101,80,591,1502,7,1525,1509,-16,0,0,,,,,,
284144,2015,1,19,1,EV,5363,N604QX,LIT,DTW,1555,1552,-3,9,1601,121,123,105,705,1846,9,1856,1855,-1,0,0,,,,,,
2848919,2015,6,28,7,AA,1593,N200AA,DFW,AUS,1510,1504,-6,11,1515,63,54,33,190,1548,10,1613,1558,-15,0,0,,,,,,
4225732,2015,9,20,7,UA,1712,N53442,ORD,PDX,2003,2015,12,17,2032,267,259,237,1739,2229,5,2230,2234,4,0,0,,,,,,
5136538,2015,11,17,2,B6,327,N535JB,EWR,MCO,1700,1651,-9,26,1717,168,156,125,937,1922,5,1948,1927,-21,0,0,,,,,,
4654798,2015,10,18,7,WN,1445,N643SW,12889,14107,705,702,-3,12,714,70,64,48,255,802,4,815,806,-9,0,0,,,,,,
1608409,2015,4,13,1,EV,4086,N11119,HRL,IAH,1703,1705,2,8,1713,75,67,52,295,1805,7,1818,1812,-6,0,0,,,,,,
4719321,2015,10,22,4,WN,2811,N7732A,13198,10397,620,618,-2,9,627,115,108,92,692,859,7,915,906,-9,0,0,,,,,,
1488635,2015,4,6,1,UA,1106,N14704,IAH,SAT,1023,1036,13,20,1056,68,59,37,191,1133,2,1131,1135,4,0,0,,,,,,
3945716,2015,9,2,3,NK,289,N632NK,IAG,MYR,1350,1340,-10,20,1400,108,115,89,650,1529,6,1538,1535,-3,0,0,,,,,,
4552111,2015,10,11,7,WN,1338,N642WN,14679,14107,1525,1538,13,9,1547,70,69,52,304,1639,8,1635,1647,12,0,0,,,,,,
4995369,2015,11,8,7,AA,2259,N4YDAA,BNA,DFW,1903,1859,-4,17,1916,127,119,94,631,2050,8,2110,2058,-12,0,0,,,,,,
3065021,2015,7,11,6,AA,2513,N027AA,LAX,ATL,1615,1609,-6,20,1629,273,270,243,1947,2332,7,2348,2339,-9,0,0,,,,,,
5315392,2015,11,29,7,MQ,3521,N632MQ,DFW,CLL,1505,1501,-4,13,1514,58,55,39,164,1553,3,1603,1556,-7,0,0,,,,,,
554378,2015,2,6,5,MQ,2914,N676MQ,SDF,ORD,1340,1335,-5,10,1345,85,77,62,287,1347,5,1405,1352,-13,0,0,,,,,,
3487309,2015,8,5,3,WN,532,N365SW,PIT,MCO,1520,1512,-8,11,1523,140,135,111,834,1714,13,1740,1727,-13,0,0,,,,,,
4853201,2015,10,30,5,WN,412,N940WN,14747,14908,1425,1707,162,12,1719,160,135,119,978,1918,4,1705,1922,137,0,0,,0,0,0,137,0
5714512,2015,12,25,5,OO,6517,N763SK,TUS,LAX,756,750,-6,14,804,115,101,80,451,824,7,851,831,-20,0,0,,,,,,
2417333,2015,6,2,2,WN,4634,N452WN,RSW,ATL,1945,1940,-5,8,1948,110,135,79,515,2107,48,2135,2155,20,0,0,,20,0,0,0,0
2728922,2015,6,21,7,EV,5670,N13995,IAH,SHV,1325,1421,56,9,1430,66,48,35,192,1505,4,1431,1509,38,0,0,,0,0,29,9,0
1012417,2015,3,8,7,US,424,N536UW,CLT,PHX,730,736,6,11,747,289,279,252,1773,859,16,919,915,-4,0,0,,,,,,
2729180,2015,6,21,7,HA,137,N484HA,KOA,HNL,1341,1338,-3,8,1346,44,47,29,163,1415,10,1425,1425,0,0,0,,,,,,
4141516,2015,9,15,2,OO,4765,N187PQ,OAK,LAX,1231,1242,11,12,1254,84,88,65,337,1359,11,1355,1410,15,0,0,,4,0,0,11,0
59998,2015,1,4,7,DL,2627,N913DL,RSW,LGA,1919,2139,140,17,2156,169,157,134,1080,10,6,2208,16,128,0,0,,0,0,5,123,0
2259681,2015,5,24,7,AS,320,N708AS,SEA,SFO,610,603,-7,12,615,127,114,97,679,752,5,817,757,-20,0,0,,,,,,
2310997,2015,5,27,3,B6,598,N531JB,SEA,BOS,1056,1108,12,20,1128,330,332,305,2496,1933,7,1926,1940,14,0,0,,,,,,
4152997,2015,9,16,3,WN,674,N454WN,SLC,LAS,820,821,1,23,844,80,94,65,368,849,6,840,855,15,0,0,,15,0,0,0,0
2652967,2015,6,16,2,MQ,3671,N674MQ,GRR,ORD,2114,2125,11,19,2144,61,63,29,137,2113,15,2115,2128,13,0,0,,,,,,
4032278,2015,9,8,2,OO,4576,N8884E,RAP,MSP,1009,1012,3,15,1027,98,94,67,489,1234,12,1247,1246,-1,0,0,,,,,,
1636997,2015,4,15,3,AA,1202,N3LGAA,DFW,DEN,1235,1228,-7,18,1246,129,115,92,641,1318,5,1344,1323,-21,0,0,,,,,,
660476,2015,2,13,5,UA,304,N429UA,LGA,IAH,1342,1405,23,61,1506,253,266,200,1416,1726,5,1655,1731,36,0,0,,13,0,23,0,0
1128085,2015,3,15,7,DL,955,N360NB,JAC,MSP,845,836,-9,17,853,140,125,106,872,1139,2,1205,1141,-24,0,0,,,,,,
55549,2015,1,4,7,EV,4320,N17984,PNS,IAH,1452,1521,29,12,1533,106,104,84,489,1657,8,1638,1705,27,0,0,,0,0,0,27,0
5595521,2015,12,17,4,NK,152,N657NK,PBI,ACY,1420,1531,71,14,1545,138,134,116,936,1741,4,1638,1745,67,0,0,,0,0,67,0,0
1649629,2015,4,16,4,DL,1367,N326NB,ATL,GRR,838,1045,127,20,1105,107,108,84,640,1229,4,1025,1233,128,0,0,,1,0,5,122,0
3791021,2015,8,23,7,VX,34,N639VA,SFO,JFK,2315,2315,0,17,2332,335,331,287,2586,719,27,750,746,-4,0,0,,,,,,
3674080,2015,8,16,7,MQ,3055,N697MQ,DFW,CMI,1830,1846,16,19,1905,129,125,102,692,2047,4,2039,2051,12,0,0,,,,,,
3098808,2015,7,13,1,AA,132,N3KCAA,DFW,PDX,1705,1702,-3,23,1725,244,233,206,1616,1851,4,1909,1855,-14,0,0,,,,,,
1277709,2015,3,24,2,DL,1467,N944DN,STL,DTW,1020,1014,-6,17,1031,92,86,62,440,1233,7,1252,1240,-12,0,0,,,,,,
2252960,2015,5,23,6,OO,5596,N793SK,IAH,AUS,1250,1251,1,16,1307,57,51,28,140,1335,7,1347,1342,-5,0,0,,,,,,
3184585,2015,7,18,6,AA,285,N5DKAA,LAX,LIH,1730,1830,60,21,1851,361,353,327,2615,2118,5,2031,2123,52,0,0,,0,0,0,52,0
121479,2015,1,8,4,US,603,N668AW,FLL,PHX,1700,1658,-2,14,1712,314,287,263,1972,1935,10,2014,1945,-29,0,0,,,,,,
2964472,2015,7,5,7,DL,1774,N928DL,RDU,ATL,1840,1903,23,12,1915,100,69,54,356,2009,3,2020,2012,-8,0,0,,,,,,
1869742,2015,4,29,3,UA,1218,N24702,DEN,MSP,1942,1941,-1,13,1954,118,112,91,680,2225,8,2240,2233,-7,0,0,,,,,,
1431556,2015,4,2,4,OO,5354,N930SW,MBS,ORD,1615,1605,-10,9,1614,75,93,44,222,1558,40,1630,1638,8,0,0,,,,,,
1731270,2015,4,21,2,WN,2168,N7812G,OMA,MDW,1025,1023,-2,7,1030,85,73,62,423,1132,4,1150,1136,-14,0,0,,,,,,
3770160,2015,8,22,6,WN,4859,N447WN,STL,MCO,1450,1906,256,10,1916,140,131,114,882,2210,7,1810,2217,247,0,0,,0,0,221,26,0
5140354,2015,11,17,2,WN,1270,N373SW,HOU,BHM,2120,2230,70,8,2238,90,82,71,570,2349,3,2250,2352,62,0,0,,0,0,4,58,0
4662818,2015,10,18,7,OO,4738,N614SK,14869,14771,1515,1506,-9,14,1520,127,121,99,599,1559,8,1622,1607,-15,0,0,,,,,,
3393935,2015,7,31,5,NK,969,N633NK,BWI,ORD,620,641,21,9,650,118,130,96,622,726,25,718,751,33,0,0,,12,21,0,0,0
888789,2015,2,28,6,VX,340,N626VA,SFO,FLL,820,818,-2,10,828,315,301,286,2583,1614,5,1635,1619,-16,0,0,,,,,,
4617092,2015,10,15,4,WN,1780,N720WN,13232,11697,1445,1450,5,11,1501,175,166,150,1167,1831,5,1840,1836,-4,0,0,,,,,,
5471208,2015,12,9,3,WN,349,N628SW,ATL,BWI,1350,1348,-2,10,1358,105,101,83,577,1521,8,1535,1529,-6,0,0,,,,,,
4160339,2015,9,16,3,EV,6167,N14902,CWA,ORD,1542,1535,-7,7,1542,68,64,46,212,1628,11,1650,1639,-11,0,0,,,,,,
1615914,2015,4,14,2,US,778,N672AW,IAH,PHX,759,758,-1,15,813,171,205,139,1009,832,51,850,923,33,0,0,,33,0,0,0,0
4115761,2015,9,13,7,EV,4953,N860AS,GNV,ATL,1920,1910,-10,18,1928,77,74,50,300,2018,6,2037,2024,-13,0,0,,,,,,
5115789,2015,11,16,1,MQ,3497,N608MQ,ORD,LSE,1219,1223,4,23,1246,73,68,43,215,1329,2,1332,1331,-1,0,0,,,,,,
5477991,2015,12,9,3,OO,6521,N773SK,IAH,ELP,2115,2110,-5,11,2121,121,107,90,667,2151,6,2216,2157,-19,0,0,,,,,,
443355,2015,1,30,5,WN,231,N434WN,EWR,BNA,700,656,-4,38,734,155,154,111,748,825,5,835,830,-5,0,0,,,,,,
33712,2015,1,3,6,UA,1705,N20904,IAH,LAX,830,854,24,17,911,215,199,170,1379,1001,12,1005,1013,8,0,0,,,,,,
1400656,2015,3,31,2,AA,60,N377AA,DFW,MIA,1855,1851,-4,21,1912,176,158,127,1121,2219,10,2251,2229,-22,0,0,,,,,,
5307846,2015,11,29,7,DL,418,N722TW,LAX,JFK,730,726,-4,14,740,319,285,264,2475,1504,7,1549,1511,-38,0,0,,,,,,
2049109,2015,5,11,1,DL,1941,N960DL,MHT,ATL,645,636,-9,16,652,174,164,136,952,908,12,939,920,-19,0,0,,,,,,
25645,2015,1,2,5,EV,5065,N920EV,ATL,SGF,1649,1649,0,22,1711,118,119,93,563,1744,4,1747,1748,1,0,0,,,,,,
1886189,2015,4,30,4,DL,1417,N916DE,ATL,CVG,1920,1931,11,22,1953,88,83,56,373,2049,5,2048,2054,6,0,0,,,,,,
4799619,2015,10,27,2,WN,249,N783SW,12191,12892,830,827,-3,11,838,215,223,197,1390,955,15,1005,1010,5,0,0,,,,,,
456461,2015,1,30,5,MQ,2948,N505MQ,AMA,DFW,1958,1952,-6,9,2001,72,82,47,312,2048,26,2110,2114,4,0,0,,,,,,
3786758,2015,8,23,7,AA,2116,N808AW,DCA,BOS,1730,1835,65,17,1852,95,96,68,399,2000,11,1905,2011,66,0,0,,1,0,15,50,0
5475283,2015,12,9,3,AA,1425,N4WNAA,STL,ORD,1756,1755,-1,22,1817,87,87,46,258,1903,19,1923,1922,-1,0,0,,,,,,
3103008,2015,7,13,1,WN,1082,N906WN,DEN,LAS,2135,2136,1,13,2149,110,109,92,628,2221,4,2225,2225,0,0,0,,,,,,
3995906,2015,9,5,6,MQ,3272,N542MQ,LGA,ATL,1600,1559,-1,14,1613,165,124,101,762,1754,9,1845,1803,-42,0,0,,,,,,
1434439,2015,4,2,4,DL,2486,N970DL,DTW,ATL,1900,1914,14,15,1929,125,121,100,594,2109,6,2105,2115,10,0,0,,,,,,
1760202,2015,4,23,4,OO,2742,N506CA,BFL,PHX,630,618,-12,16,634,95,98,75,425,749,7,805,756,-9,0,0,,,,,,
5570918,2015,12,16,3,OO,4571,N633SK,SLC,SEA,600,551,-9,22,613,141,146,117,689,710,7,721,717,-4,0,0,,,,,,
2751408,2015,6,22,1,DL,2445,N995AT,DAL,ATL,1824,1818,-6,8,1826,129,121,98,721,2104,15,2133,2119,-14,0,0,,,,,,
3575568,2015,8,10,1,OO,4761,N416SW,DTW,FWA,1939,1939,0,18,1957,51,53,30,128,2027,5,2030,2032,2,0,0,,,,,,
5405475,2015,12,5,6,UA,577,N589UA,SFO,EWR,705,659,-6,15,714,321,314,291,2565,1505,8,1526,1513,-13,0,0,,,,,,
3882420,2015,8,29,6,WN,3475,N8664J,DAL,TPA,1350,1345,-5,11,1356,140,178,161,917,1737,6,1710,1743,33,0,0,,33,0,0,0,0
3312664,2015,7,26,7,OO,4690,N625CA,GEG,SEA,1124,1120,-4,11,1131,66,61,41,224,1212,9,1230,1221,-9,0,0,,,,,,
3155702,2015,7,16,4,NK,817,N507NK,DFW,LAS,2308,2311,3,28,2339,162,172,139,1055,2358,5,2350,3,13,0,0,,,,,,
5508048,2015,12,11,5,UA,1608,N12218,ATL,SFO,1816,1815,-1,14,1829,332,306,288,2139,2017,4,2048,2021,-27,0,0,,,,,,
4932475,2015,11,4,3,EV,5391,N718EV,DTW,MDW,1743,1734,-9,18,1752,76,73,41,228,1733,14,1759,1747,-12,0,0,,,,,,
2872818,2015,6,29,1,UA,1166,N37252,LAX,EWR,2348,109,81,14,123,320,325,302,2454,925,9,808,934,86,0,0,,5,0,81,0,0
2547056,2015,6,10,3,UA,1593,N76502,EWR,MCO,1556,1733,97,24,1757,166,157,125,937,2002,8,1842,2010,88,0,0,,0,0,31,57,0
2969944,2015,7,6,1,OO,2974,N906SW,YUM,PHX,700,650,-10,10,700,55,50,32,160,732,8,755,740,-15,0,0,,,,,,
2797258,2015,6,25,4,AA,1686,N479AA,DFW,ABQ,1230,1248,18,18,1306,112,118,78,569,1324,22,1322,1346,24,0,0,,6,0,1,17,0
2249499,2015,5,23,6,UA,467,N486UA,ATL,DEN,857,850,-7,25,915,207,217,183,1199,1018,9,1024,1027,3,0,0,,,,,,
4671180,2015,10,19,1,UA,1432,N76523,14576,13930,707,703,-4,13,716,112,106,81,528,737,12,759,749,-10,0,0,,,,,,
4705211,2015,10,21,3,AA,1992,N828AW,11278,13495,830,826,-4,18,844,167,156,135,969,959,3,1017,1002,-15,0,0,,,,,,
5205889,2015,11,22,7,WN,189,N422WN,MDW,PDX,800,801,1,23,824,275,274,247,1751,1031,4,1035,1035,0,0,0,,,,,,
2831362,2015,6,27,6,DL,428,N3761R,JFK,SJU,1230,1227,-3,18,1245,235,220,198,1598,1603,4,1625,1607,-18,0,0,,,,,,
20583,2015,1,2,5,WN,1611,N474WN,PHX,SMF,1145,1146,1,11,1157,125,113,97,647,1234,5,1250,1239,-11,0,0,,,,,,
4262550,2015,9,23,3,NK,762,N508NK,MCO,ATL,825,816,-9,16,832,84,85,59,404,931,10,949,941,-8,0,0,,,,,,
1502945,2015,4,7,2,US,826,N915US,LGA,CLT,759,841,42,34,915,117,124,84,544,1039,6,956,1045,49,0,0,,7,0,42,0,0
906387,2015,3,1,7,WN,705,N651SW,MCO,IND,1335,1336,1,11,1347,145,145,129,829,1556,5,1600,1601,1,0,0,,,,,,
5253043,2015,11,25,3,DL,2067,N327NW,SLC,PHX,830,842,12,18,900,99,99,77,507,1017,4,1009,1021,12,0,0,,,,,,
4906702,2015,11,3,2,WN,193,N654SW,BWI,GSP,755,755,0,9,804,95,85,72,426,916,4,930,920,-10,0,0,,,,,,
3750828,2015,8,21,5,MQ,3219,N815MQ,RIC,LGA,1100,1214,74,11,1225,74,88,45,292,1310,32,1214,1342,88,0,0,,14,0,43,31,0
3725150,2015,8,19,3,OO,6486,N752SK,DEN,ONT,1900,2037,97,12,2049,134,118,102,819,2131,4,2014,2135,81,0,0,,0,0,76,5,0
2401256,2015,6,1,1,MQ,3345,N831MQ,DFW,LEX,2030,2105,35,24,2129,136,137,110,785,19,3,2346,22,36,0,0,,1,0,35,0,0
4697851,2015,10,20,2,WN,2655,N436WN,14057,14908,1725,1724,-1,11,1735,150,126,111,859,1926,4,1955,1930,-25,0,0,,,,,,
180095,2015,1,12,1,OO,5582,N116SY,ORD,ATL,1623,,,,,117,,,606,,,1920,,,0,1,B,,,,,
5251025,2015,11,25,3,B6,1174,N267JB,CHS,JFK,635,629,-6,12,641,103,102,86,636,807,4,818,811,-7,0,0,,,,,,
2239399,2015,5,22,5,AS,561,N302AS,LAX,PDX,1510,1503,-7,18,1521,138,142,118,834,1719,6,1728,1725,-3,0,0,,,,,,
954691,2015,3,4,3,OO,5325,N959SW,ORD,DLH,1310,1438,88,16,1454,95,89,68,397,1602,5,1445,1607,82,0,0,,0,0,0,82,0
1260800,2015,3,23,1,B6,807,N554JB,BOS,STT,1013,1007,-6,19,1026,241,224,202,1693,1348,3,1414,1351,-23,0,0,,,,,,
5665157,2015,12,21,1,EV,2742,N671AE,DFW,JLN,2025,2018,-7,18,2036,80,73,50,327,2126,5,2145,2131,-14,0,0,,,,,,
2364858,2015,5,30,6,WN,1152,N744SW,PHX,SMF,1515,1514,-1,8,1522,115,104,91,647,1653,5,1710,1658,-12,0,0,,,,,,
156350,2015,1,11,7,EV,5783,N34110,LFT,IAH,820,836,16,12,848,65,67,46,201,934,9,925,943,18,0,0,,18,0,0,0,0
199212,2015,1,13,2,DL,2306,N959DN,ATL,DAY,2035,2031,-4,15,2046,94,78,59,432,2145,4,2209,2149,-20,0,0,,,,,,
833173,2015,2,24,2,EV,4688,N10575,MKE,IAH,1717,1718,1,12,1730,183,169,150,984,2000,7,2020,2007,-13,0,0,,,,,,
3042085,2015,7,10,5,DL,845,N917DL,ATL,PBI,940,952,12,19,1011,115,106,83,545,1134,4,1135,1138,3,0,0,,,,,,
2579093,2015,6,12,5,DL,1651,N931DN,LAS,MSP,1325,1320,-5,32,1352,189,196,162,1299,1834,2,1834,1836,2,0,0,,,,,,
1074046,2015,3,11,3,NK,293,N529NK,PDX,LAS,1908,1857,-11,10,1907,122,124,106,763,2053,8,2110,2101,-9,0,0,,,,,,
